age,educ,exper,hours,nwifeinc,speduc,kidslt6,kidsge6,expersq,black,hispanic
34,12,6.653846154,0,80,10,1,2,44.27366864,0,0
37,20,11.53846154,2600,36,12,0,2,133.1360947,0,0
36,12,1.442307692,112,21,14,0,4,2.080251479,0,1
38,14,15.32692308,2080,29,8,0,1,234.914571,0,1
34,11,6.423076923,0,60,12,1,2,41.25591716,0,1
34,10,16.21153846,2080,62,12,1,3,262.8139793,0,1
34,15,14.98076923,2664,92,12,0,3,224.4234467,0,1
38,17,20.42307692,1560,80,14,0,3,417.102071,0,1
36,9,17.05769231,520,188,13,0,0,290.9648669,0,1
36,12,14.03846154,2080,140,12,2,0,197.0784024,0,1
36,15,3.403846154,0,60,14,1,1,11.58616864,0,1
35,16,17.55769231,2340,70,13,1,2,308.2725592,0,1
36,18,18.53846154,1763,92.971,14,0,0,343.6745562,0,1
34,20,17.55769231,2535,50,14,2,1,308.2725592,0,1
35,8,15.57692308,2332,50,13,1,2,242.6405325,0,1
34,16,15.61538462,1974,44.25,12,2,0,243.8402367,0,1
35,10,15.40384615,960,45,12,0,0,237.2784763,0,1
34,13,13.19230769,824,25,12,3,2,174.0369822,0,1
36,18,19.76923077,2600,45.06,12,0,1,390.8224852,0,1
38,14,17.48076923,1960,10,2,1,1,305.5772929,0,1
38,12,10.13461538,668,100,12,0,3,102.710429,0,1
34,12,4.615384615,0,35,12,1,2,21.30177515,0,1
36,13,4.153846154,0,36.7,13,0,4,17.25443787,0,1
38,13,1.673076923,0,112,16,0,2,2.799186391,0,1
37,13,19.76923077,2208,32.5,8,0,2,390.8224852,0,1
34,20,9.711538462,1586,-28.451,16,2,0,94.31397929,0,1
36,7,4.057692308,0,37.5,12,1,2,16.46486686,0,1
38,20,13.26923077,0,75,12,1,1,176.0724852,0,1
34,13,15.44230769,2080,43,12,0,0,238.4648669,0,1
37,17,15.71153846,3120,25,6,0,1,246.8524408,0,1
34,18,13.01923077,2080,104,18,2,0,169.5003698,0,1
36,14,6.980769231,1232,52,9,0,3,48.73113905,0,1
37,14,11.75,440,75,14,0,3,138.0625,0,1
38,18,11.75,0,120,18,0,1,138.0625,0,1
37,16,18.75,2080,20,12,0,1,351.5625,1,0
38,13,11.86538462,2080,23,12,0,3,140.7873521,0,1
35,12,11.65384615,2080,79,12,0,2,135.8121302,0,1
35,20,17.17307692,1737,45,13,0,0,294.914571,0,1
34,16,11.88461538,1482,35,12,2,0,141.2440828,0,1
34,16,16.25,2080,230,12,0,2,264.0625,1,0
35,14,18.71153846,2080,68,14,0,2,350.1216716,0,1
37,7,1.903846154,0,60,8,0,2,3.624630178,0,1
38,17,2.442307692,0,78,14,0,1,5.964866864,1,0
36,13,18.59615385,1976,70,13,1,0,345.8169379,0,1
34,16,11.69230769,0,37.5,14,2,0,136.7100592,0,1
36,20,17.21153846,1820,19.5,16,1,2,296.2370562,0,1
38,18,19.63461538,2080,72,16,1,1,385.5181213,1,0
35,20,13.65384615,7,80,19,0,1,186.4275148,1,0
34,16,12.05769231,1424,77,12,1,1,145.3879438,1,0
35,20,16.36538462,2080,139.515,20,1,3,267.8258136,1,0
36,8,6.653846154,0,17.5,11,1,2,44.27366864,0,1
34,14,7.25,1976,45,12,0,2,52.5625,0,1
35,15,18.13461538,2080,160,14,1,1,328.8642751,0,1
38,16,19.67307692,660,26.6,12,0,3,387.0299556,1,0
37,14,13.84615385,2132,48,14,0,1,191.7159763,0,1
37,14,15.90384615,1760,45,14,0,1,252.9323225,1,0
34,18,16.76923077,1199,65,12,1,2,281.2071006,1,0
37,17,16.09615385,1840,72,16,1,0,259.0861686,1,0
35,14,17.92307692,3060,57,12,1,2,321.2366864,1,0
38,11,21.48076923,2080,42,12,0,1,461.4234467,0,1
36,12,11.84615385,0,30.75,14,0,3,140.3313609,0,1
35,19,17.57692308,2080,117.5,16,0,2,308.9482249,0,1
34,18,16.26923077,2080,52,14,0,0,264.6878698,0,1
38,14,18.05769231,2175,80,14,1,2,326.0802515,0,1
34,12,11.30769231,0,42,11,0,2,127.8639053,0,1
38,12,20.42307692,1820,70,12,0,2,417.102071,1,0
37,20,20.07692308,2600,70,14,0,3,403.0828402,0,1
36,18,18.84615385,2860,130,12,1,1,355.1775148,0,1
37,17,16.90384615,2115,108,16,1,1,285.7400148,0,1
34,19,15.19230769,2285,95,0,0,1,230.806213,0,1
38,10,19.86538462,1288,27,6,0,3,394.6335059,0,1
35,12,5.173076923,0,70.4,11,1,4,26.76072485,0,1
34,14,16.28846154,2080,78,14,0,1,265.3139793,0,1
38,12,18.30769231,1730,60,12,1,0,335.1715976,0,1
37,16,17.76923077,2080,45,19,1,0,315.7455621,1,0
36,20,16.44230769,2600,50,16,0,0,270.3494822,1,0
37,18,18.61538462,2080,65,14,1,1,346.5325444,1,0
37,12,17.73076923,3120,70,14,1,1,314.3801775,0,1
34,16,12.23076923,760,10,12,0,2,149.591716,1,0
34,16,14.13461538,559,25,14,0,2,199.7873521,1,0
34,19,17.07692308,2080,150,18,1,0,291.6213018,1,0
34,11,6.576923077,0,10,11,0,2,43.25591716,1,0
36,12,7.076923077,0,32,12,2,4,50.08284024,0,1
36,14,18.05769231,2116,60,12,1,1,326.0802515,1,0
36,14,11.30769231,0,70,14,1,3,127.8639053,0,1
35,20,8.673076923,1264,392.966,20,3,0,75.22226331,0,1
38,12,6.692307692,0,180,14,0,2,44.78698225,0,1
38,16,13.15384615,1320,132,15,1,0,173.0236686,0,1
38,13,18.92307692,2080,72,14,0,1,358.0828402,0,1
34,12,12.5,868,80.12,5,1,2,156.25,0,1
37,12,2.25,0,108,12,0,3,5.0625,0,1
36,14,16.86538462,380,43.136,12,0,3,284.4411982,0,1
35,16,15.94230769,2080,85,12,0,2,254.1571746,0,1
37,13,19.32692308,2080,70,14,0,3,373.5299556,0,1
36,12,1.557692308,0,75,12,0,3,2.426405325,0,1
38,14,16.51923077,1872,79,14,1,1,272.8849852,0,1
35,19,16.51923077,2348,50.25,15,1,2,272.8849852,0,1
38,16,13.07692308,648,75.25,16,0,2,171.0059172,0,1
38,15,20.55769231,2080,33,8,0,4,422.618713,0,1
36,10,15.36538462,600,39,12,0,2,236.0950444,0,1
34,17,14.82692308,2600,0.25,12,1,3,219.8376479,0,1
38,12,16.76923077,2150,35,14,0,3,281.2071006,0,1
37,12,18.53846154,2756,30,14,0,0,343.6745562,0,1
36,16,17.78846154,1560,55,13,1,1,316.4293639,0,1
34,12,7.134615385,0,28,12,0,4,50.90273669,0,1
35,12,9.807692308,0,70,13,1,2,96.1908284,0,1
36,12,15.82692308,675,75,12,0,0,250.4914941,0,1
35,18,17.98076923,1836,155.8,16,1,2,323.3080621,0,1
34,16,8.692307692,3120,55,12,0,0,75.55621302,0,1
35,12,11.51923077,0,275,12,2,3,132.6926775,0,1
34,12,10.23076923,364,20,12,0,1,104.6686391,0,1
36,17,17.11538462,2080,126,18,2,1,292.9363905,1,0
38,14,9.538461538,0,103.856,17,0,2,90.98224852,0,1
36,15,19.05769231,3120,47,12,0,2,363.1956361,0,1
38,14,12.07692308,1872,30,13,0,1,145.852071,0,1
38,20,20.32692308,1910,100,18,0,2,413.1838018,1,0
36,18,16.75,2080,45,18,1,2,280.5625,1,0
36,14,14.5,1924,30,9,0,0,210.25,0,1
36,12,19.01923077,2848,0,12,2,1,361.7311391,1,0
35,15,17.82692308,3120,45,12,0,2,317.7991864,1,0
35,14,17.40384615,1820,75,16,0,3,302.8938609,1,0
37,15,11.67307692,2152,30,12,1,3,136.2607249,1,0
35,13,2.538461538,0,312.624,12,0,2,6.443786982,1,0
38,19,12.5,1976,38,17,0,4,156.25,1,0
37,20,10.48076923,585,13,12,1,0,109.8465237,0,1
35,20,15.94230769,1908,55,18,1,0,254.1571746,0,1
34,20,17.46153846,3120,47,16,0,1,304.9053254,1,0
37,15,15.34615385,2650,53,13,0,1,235.5044379,0,1
38,6,8.673076923,1144,45,12,1,3,75.22226331,1,0
36,20,13.44230769,0,58,12,2,0,180.6956361,1,0
34,17,17.36538462,2650,63,12,0,2,301.5565828,1,0
35,15,10.03846154,1616,65,14,0,2,100.7707101,1,0
34,14,13.63461538,560,50,12,0,1,185.9027367,1,0
36,12,16.48076923,790,25,12,2,1,271.6157544,0,1
35,19,16.03846154,2080,46.9,14,0,0,257.2322485,1,0
34,12,15.61538462,1396,0,11,0,0,243.8402367,1,0
36,19,17.03846154,1920,36,11,1,2,290.3091716,1,0
36,14,5.269230769,0,30,0,1,3,27.7647929,1,0
38,14,15.78846154,2756,39,13,0,0,249.2755178,1,0
34,16,8.884615385,815,40,14,0,3,78.93639053,1,0
36,12,17.53846154,2080,55,16,0,1,307.5976331,1,0
34,16,17.34615385,2160,45,12,0,4,300.8890533,1,0
34,19,7.365384615,0,60,16,1,1,54.24889053,0,1
35,12,10.57692308,2444,20,12,0,3,111.8713018,1,0
36,14,17.30769231,2236,48,12,0,3,299.556213,0,1
38,8,10.38461538,0,60,11,0,1,107.8402367,0,1
36,7,17.44230769,2170,0,10,0,2,304.2340976,0,1
34,15,7,0,25,18,0,0,49,0,1
36,12,9.192307692,0,80,12,0,2,84.49852071,0,1
34,16,11.71153846,2080,70,10,0,2,137.1601331,0,1
37,11,4.788461538,0,70,16,0,0,22.92936391,0,1
38,13,18.59615385,3760,5.03,16,0,2,345.8169379,0,1
35,17,14.34615385,2080,60,18,1,0,205.8121302,1,0
35,12,18.44230769,2340,82.5,12,0,2,340.118713,0,1
38,17,12.82692308,0,65,16,3,0,164.5299556,0,1
37,20,16.51923077,2340,139.515,17,1,0,272.8849852,0,1
36,17,18.55769231,2080,40,14,0,2,344.3879438,0,1
35,15,15.53846154,2028,30,13,1,3,241.443787,0,1
35,17,17.55769231,2080,39,15,0,0,308.2725592,1,0
35,20,16.55769231,2600,95,16,2,2,274.1571746,0,1
38,12,20.73076923,452,48,12,0,2,429.7647929,0,1
37,16,9.730769231,0,65,12,0,2,94.68786982,1,0
34,14,16.34615385,2080,35,12,1,0,267.1967456,0,1
38,13,20.59615385,2080,25.4,12,0,3,424.2015533,1,0
37,8,5.692307692,1248,120,12,1,1,32.40236686,1,0
36,19,18.21153846,2600,75,20,1,1,331.6601331,1,0
37,17,16.84615385,1000,40,16,0,2,283.7928994,1,0
35,18,16.59615385,3435,139.515,18,0,0,275.4323225,1,0
35,16,17.76923077,2380,15,12,2,1,315.7455621,1,0
37,14,16.65384615,800,25,14,0,2,277.3505917,1,0
38,16,15.94230769,1960,86,16,1,1,254.1571746,1,0
37,14,13.92307692,2210,30,16,0,3,193.852071,1,0
36,20,18.86538462,1976,45,18,1,0,355.9027367,1,0
38,15,20.40384615,2080,25,12,0,1,416.3169379,0,1
34,14,8.25,130,80,12,2,3,68.0625,0,1
34,16,12.59615385,3120,42.4,13,1,3,158.6630917,0,1
37,15,16.25,2080,0,12,0,0,264.0625,1,0
37,9,0.673076923,0,35,11,0,3,0.453032544,0,1
37,12,11.51923077,960,9.6,9,0,4,132.6926775,0,1
38,12,7.25,0,47,16,0,1,52.5625,0,1
38,19,21.46153846,2860,65,16,0,2,460.5976331,0,1
38,12,16.57692308,2080,110.2,14,0,2,274.7943787,0,1
38,14,12.03846154,0,161.75,16,1,1,144.9245562,0,1
35,9,4.153846154,0,55,12,0,2,17.25443787,0,1
38,8,12.05769231,1658,36,2,1,0,145.3879438,0,1
36,18,17.63461538,2080,87.2,16,0,1,310.9796598,0,1
36,16,19.32692308,2080,70,16,1,0,373.5299556,0,1
34,12,8.307692308,264,45,12,1,3,69.01775148,0,1
34,18,16.80769231,1935,110,16,1,1,282.4985207,0,1
37,13,19.86538462,2108,30,14,0,1,394.6335059,0,1
34,17,17.07692308,3365,38,14,1,0,291.6213018,0,1
36,17,16.51923077,2640,38.4,16,0,2,272.8849852,0,1
38,11,7.519230769,2246,19.5,12,0,1,56.53883136,0,1
36,17,19.32692308,1976,48,10,1,2,373.5299556,0,1
36,17,18.32692308,2860,60,13,0,3,335.8761095,0,1
37,12,11.78846154,2080,83,10,0,2,138.9678254,0,1
36,16,16.34615385,1624,27,11,0,0,267.1967456,1,0
34,19,13.80769231,1400,75,18,0,1,190.6523669,1,0
35,9,4.519230769,0,467.966,12,1,1,20.42344675,1,0
34,18,16.57692308,2340,35,16,1,0,274.7943787,1,0
36,10,15.42307692,1820,20,12,1,1,237.8713018,1,0
37,15,16.69230769,2210,37.5,12,0,2,278.6331361,1,0
38,14,17.98076923,880,84,13,1,2,323.3080621,1,0
36,17,10.21153846,3432,65.25,16,2,2,104.2755178,1,0
34,14,8.403846154,2184,39.2,12,0,0,70.62463018,0,1
38,18,20.96153846,2600,-9,12,1,2,439.3860947,0,0
34,16,1.903846154,860,43,12,0,1,3.624630178,1,0
37,9,10.46153846,0,25,12,0,2,109.443787,0,1
34,20,16.94230769,2135,73,16,1,0,287.0417899,0,0
34,15,16.59615385,780,45,14,2,2,275.4323225,0,0
38,16,19.40384615,2080,28,14,0,2,376.5092456,1,0
38,15,12.80769231,1040,442.966,19,1,1,164.0369822,0,1
35,13,16.82692308,2080,47,12,1,1,283.1453402,0,1
34,10,7.365384615,0,24,13,0,3,54.24889053,0,0
34,15,14.63461538,1116,100.1,14,0,2,214.1719675,0,0
35,10,3.173076923,0,55,16,0,2,10.06841716,0,0
34,19,16.78846154,2310,90,17,1,1,281.8524408,0,0
35,12,8.134615385,1560,38.4,7,1,3,66.17196746,0,1
36,16,17.86538462,2172,135,12,0,2,319.1719675,0,1
38,16,21.17307692,2040,57.5,12,1,0,448.2991864,0,1
34,11,7.846153846,0,114,13,2,1,61.56213018,0,1
34,16,11.57692308,0,150,18,1,1,134.0251479,0,1
35,16,4.038461538,0,312.624,20,0,4,16.3091716,0,0
37,16,12.05769231,0,72,13,1,3,145.3879438,0,0
35,18,5.769230769,468,30.15,19,1,0,33.28402367,0,0
38,16,17.15384615,2080,42,12,0,3,294.2544379,0,1
38,13,16.46153846,3120,80,14,0,0,270.9822485,1,0
36,13,18.09615385,2244,85,18,0,2,327.470784,0,0
35,16,16.98076923,1976,27,16,1,0,288.3465237,1,0
38,18,19.48076923,2600,130,16,2,0,379.5003698,1,0
35,19,16.40384615,884,429.966,16,0,2,269.0861686,0,0
37,13,15.80769231,4784,55.92,12,0,1,249.8831361,0,0
37,16,17.59615385,104,175,14,0,3,309.6246302,0,1
34,12,10.55769231,462,40,8,0,5,111.4648669,0,0
34,15,5.865384615,1092,75,13,0,2,34.40273669,0,0
35,9,6.538461538,156,100,9,1,2,42.75147929,0,1
37,16,19.63461538,2600,312.624,18,1,1,385.5181213,0,0
34,20,11.57692308,1104,90.5,12,1,0,134.0251479,0,0
36,16,19.57692308,2860,110,16,1,0,383.2559172,0,0
34,16,14.23076923,2070,26,12,0,4,202.5147929,1,0
36,17,17.07692308,2600,24,14,0,4,291.6213018,1,0
38,19,20.57692308,2790,45,16,0,3,423.4097633,1,0
38,10,14.73076923,1640,35.013,12,0,0,216.9955621,0,0
